,deadline,destination,end_time,net_reward,parameters,penalty,start,success
7730,20,"(8, 6)",13,13.5,"(0.9, 0.5, 0.3)",-2.5,"(6, 4)",True
7731,25,"(8, 6)",2,23.5,"(0.9, 0.5, 0.3)",-0.5,"(3, 6)",True
7732,25,"(5, 6)",14,36.0,"(0.9, 0.5, 0.3)",-4.0,"(8, 4)",True
7733,30,"(5, 1)",15,21.0,"(0.9, 0.5, 0.3)",-3.0,"(2, 4)",True
7734,30,"(2, 1)",14,22.5,"(0.9, 0.5, 0.3)",-5.5,"(4, 5)",True
7735,40,"(5, 1)",31,29.5,"(0.9, 0.5, 0.3)",-2.5,"(8, 6)",True
7736,35,"(2, 3)",31,14.5,"(0.9, 0.5, 0.3)",-1.5,"(8, 4)",True
7737,20,"(5, 1)",11,12.5,"(0.9, 0.5, 0.3)",-1.5,"(3, 3)",True
7738,25,"(3, 5)",20,21.0,"(0.9, 0.5, 0.3)",-1.0,"(1, 2)",True
7739,20,"(5, 2)",9,19.0,"(0.9, 0.5, 0.3)",-1.0,"(1, 2)",True
7740,25,"(7, 2)",12,25.0,"(0.9, 0.5, 0.3)",-1.0,"(3, 3)",True
7741,30,"(6, 6)",23,22.5,"(0.9, 0.5, 0.3)",-3.5,"(4, 2)",True
7742,35,"(2, 3)",16,21.0,"(0.9, 0.5, 0.3)",-1.0,"(8, 2)",True
7743,20,"(5, 3)",11,28.0,"(0.9, 0.5, 0.3)",-4.0,"(1, 3)",True
7744,35,"(6, 1)",20,16.0,"(0.9, 0.5, 0.3)",-2.0,"(4, 6)",True
7745,40,"(5, 1)",25,20.0,"(0.9, 0.5, 0.3)",-4.0,"(2, 6)",True
7746,25,"(5, 4)",10,8.5,"(0.9, 0.5, 0.3)",-7.5,"(1, 3)",True
7747,25,"(4, 1)",17,11.5,"(0.9, 0.5, 0.3)",-6.5,"(6, 4)",True
7748,20,"(2, 5)",0,16.5,"(0.9, 0.5, 0.3)",-1.5,"(2, 1)",False
7749,30,"(2, 2)",12,9.5,"(0.9, 0.5, 0.3)",-8.5,"(7, 1)",True
7750,30,"(6, 1)",26,23.5,"(0.9, 0.5, 0.3)",-4.5,"(1, 2)",True
7751,35,"(1, 4)",27,15.5,"(0.9, 0.5, 0.3)",-0.5,"(6, 2)",True
7752,40,"(2, 3)",20,25.5,"(0.9, 0.5, 0.3)",-0.5,"(7, 6)",True
7753,25,"(2, 2)",21,21.0,"(0.9, 0.5, 0.3)",-9.0,"(6, 3)",True
7754,30,"(2, 3)",18,20.0,"(0.9, 0.5, 0.3)",0.0,"(6, 5)",True
7755,25,"(4, 1)",20,19.0,"(0.9, 0.5, 0.3)",-3.0,"(4, 6)",True
7756,25,"(6, 6)",9,15.0,"(0.9, 0.5, 0.3)",-0.5,"(1, 6)",True
7757,40,"(7, 1)",27,24.5,"(0.9, 0.5, 0.3)",-1.5,"(1, 3)",True
7758,30,"(8, 4)",25,24.5,"(0.9, 0.5, 0.3)",-3.5,"(4, 6)",True
7759,25,"(1, 4)",15,22.0,"(0.9, 0.5, 0.3)",0.0,"(5, 3)",True
7760,20,"(3, 4)",12,15.0,"(0.9, 0.5, 0.3)",-5.0,"(2, 1)",True
7761,25,"(2, 1)",12,18.0,"(0.9, 0.5, 0.3)",0.0,"(5, 3)",True
7762,50,"(8, 1)",34,25.0,"(0.9, 0.5, 0.3)",-3.0,"(3, 6)",True
7763,25,"(2, 2)",20,14.0,"(0.9, 0.5, 0.3)",-8.0,"(6, 1)",True
7764,40,"(7, 6)",16,20.0,"(0.9, 0.5, 0.3)",0.0,"(3, 2)",True
7765,30,"(6, 3)",10,32.0,"(0.9, 0.5, 0.3)",-6.0,"(1, 4)",True
7766,45,"(4, 6)",30,21.5,"(0.9, 0.5, 0.3)",-6.5,"(8, 1)",True
7767,25,"(5, 2)",14,15.5,"(0.9, 0.5, 0.3)",-6.5,"(1, 1)",True
7768,45,"(1, 6)",15,22.0,"(0.9, 0.5, 0.3)",-2.0,"(6, 2)",True
7769,25,"(8, 5)",5,23.5,"(0.9, 0.5, 0.3)",-10.5,"(6, 2)",True
7770,20,"(2, 4)",14,25.0,"(0.9, 0.5, 0.3)",-3.0,"(1, 1)",True
7771,25,"(6, 4)",14,18.0,"(0.9, 0.5, 0.3)",0.0,"(2, 5)",True
7772,25,"(3, 2)",9,23.5,"(0.9, 0.5, 0.3)",-2.5,"(8, 2)",True
7773,20,"(2, 1)",12,14.0,"(0.9, 0.5, 0.3)",-6.0,"(1, 4)",True
7774,25,"(4, 6)",14,17.0,"(0.9, 0.5, 0.3)",-1.0,"(4, 1)",True
7775,40,"(2, 3)",19,18.0,"(0.9, 0.5, 0.3)",-2.0,"(7, 6)",True
7776,20,"(4, 3)",9,18.0,"(0.9, 0.5, 0.3)",-8.0,"(2, 1)",True
7777,35,"(2, 6)",3,23.5,"(0.9, 0.5, 0.3)",-0.5,"(5, 2)",True
7778,40,"(1, 2)",20,23.5,"(0.9, 0.5, 0.3)",-10.5,"(7, 4)",True
7779,35,"(4, 4)",23,30.5,"(0.9, 0.5, 0.3)",-5.5,"(8, 1)",True
7780,30,"(5, 6)",22,22.5,"(0.9, 0.5, 0.3)",-3.5,"(2, 3)",True
7781,20,"(5, 3)",17,19.5,"(0.9, 0.5, 0.3)",-0.5,"(4, 6)",True
7782,40,"(8, 6)",24,18.0,"(0.9, 0.5, 0.3)",0.0,"(3, 3)",True
7783,35,"(2, 6)",11,14.0,"(0.9, 0.5, 0.3)",-8.0,"(4, 1)",True
7784,20,"(7, 5)",15,31.5,"(0.9, 0.5, 0.3)",-2.5,"(7, 1)",True
7785,35,"(5, 3)",27,14.5,"(0.9, 0.5, 0.3)",-1.5,"(1, 6)",True
7786,45,"(1, 5)",14,23.0,"(0.9, 0.5, 0.3)",-1.0,"(8, 3)",True
7787,25,"(8, 6)",0,30.5,"(0.9, 0.5, 0.3)",-7.5,"(8, 1)",False
7788,25,"(5, 5)",11,18.0,"(0.9, 0.5, 0.3)",-6.0,"(1, 6)",True
7789,20,"(7, 2)",7,26.0,"(0.9, 0.5, 0.3)",-2.0,"(4, 1)",True
7790,45,"(7, 6)",39,19.0,"(0.9, 0.5, 0.3)",-3.0,"(1, 3)",True
7791,50,"(1, 2)",38,15.5,"(0.9, 0.5, 0.3)",-2.5,"(8, 5)",True
7792,25,"(7, 3)",6,29.0,"(0.9, 0.5, 0.3)",-1.0,"(2, 3)",True
7793,25,"(8, 5)",14,21.0,"(0.9, 0.5, 0.3)",-3.0,"(6, 2)",True
7794,30,"(6, 5)",23,23.5,"(0.9, 0.5, 0.3)",-2.5,"(3, 2)",True
7795,20,"(8, 5)",8,23.5,"(0.9, 0.5, 0.3)",-0.5,"(8, 1)",True
7796,20,"(5, 2)",17,29.0,"(0.9, 0.5, 0.3)",-1.0,"(6, 5)",True
7797,30,"(6, 3)",22,15.5,"(0.9, 0.5, 0.3)",-0.5,"(1, 4)",True
7798,30,"(1, 6)",22,11.5,"(0.9, 0.5, 0.3)",-4.5,"(5, 4)",True
7799,45,"(7, 6)",23,20.0,"(0.9, 0.5, 0.3)",-2.0,"(1, 3)",True
7800,25,"(3, 3)",6,0.0,"(0.9, 0.5, 0.4)",0.0,"(6, 5)",True
7801,20,"(5, 4)",0,14.5,"(0.9, 0.5, 0.4)",-7.5,"(3, 6)",False
7802,20,"(8, 5)",0,1.5,"(0.9, 0.5, 0.4)",-6.5,"(8, 1)",False
7803,30,"(7, 1)",9,2.0,"(0.9, 0.5, 0.4)",-6.0,"(8, 6)",True
7804,20,"(2, 6)",5,14.0,"(0.9, 0.5, 0.4)",-8.0,"(3, 3)",True
7805,20,"(2, 5)",0,21.5,"(0.9, 0.5, 0.4)",-2.5,"(1, 2)",False
7806,30,"(4, 1)",8,8.0,"(0.9, 0.5, 0.4)",-6.0,"(3, 6)",True
7807,25,"(5, 2)",19,17.0,"(0.9, 0.5, 0.4)",-8.5,"(4, 6)",True
7808,20,"(4, 1)",13,19.0,"(0.9, 0.5, 0.4)",-1.0,"(2, 3)",True
7809,30,"(4, 6)",12,16.0,"(0.9, 0.5, 0.4)",-2.0,"(8, 4)",True
7810,25,"(8, 3)",5,18.0,"(0.9, 0.5, 0.4)",-8.0,"(5, 5)",True
7811,50,"(2, 5)",12,27.5,"(0.9, 0.5, 0.4)",-2.5,"(8, 1)",True
7812,40,"(8, 6)",22,33.0,"(0.9, 0.5, 0.4)",-13.0,"(4, 2)",True
7813,25,"(1, 4)",0,19.0,"(0.9, 0.5, 0.4)",-7.0,"(4, 6)",False
7814,40,"(1, 1)",28,14.0,"(0.9, 0.5, 0.4)",-8.0,"(6, 4)",True
7815,25,"(2, 4)",16,24.0,"(0.9, 0.5, 0.4)",-2.0,"(6, 3)",True
7816,25,"(4, 6)",13,18.5,"(0.9, 0.5, 0.4)",-3.5,"(6, 3)",True
7817,20,"(5, 4)",17,15.5,"(0.9, 0.5, 0.4)",-6.5,"(2, 3)",True
7818,25,"(4, 3)",21,15.5,"(0.9, 0.5, 0.4)",-0.5,"(8, 2)",True
7819,20,"(7, 3)",15,20.0,"(0.9, 0.5, 0.4)",0.0,"(4, 2)",True
7820,20,"(2, 3)",16,17.0,"(0.9, 0.5, 0.4)",-1.0,"(5, 2)",True
7821,20,"(7, 1)",10,17.0,"(0.9, 0.5, 0.4)",-1.0,"(8, 4)",True
7822,20,"(5, 2)",5,26.5,"(0.9, 0.5, 0.4)",-1.5,"(1, 2)",True
7823,30,"(5, 3)",22,13.5,"(0.9, 0.5, 0.4)",-6.5,"(2, 6)",True
7824,30,"(8, 5)",12,20.0,"(0.9, 0.5, 0.4)",-2.0,"(2, 5)",True
7825,25,"(5, 6)",17,22.0,"(0.9, 0.5, 0.4)",-4.0,"(3, 3)",True
7826,20,"(7, 6)",11,23.0,"(0.9, 0.5, 0.4)",-1.0,"(4, 5)",True
7827,20,"(4, 1)",14,19.0,"(0.9, 0.5, 0.4)",-3.0,"(7, 2)",True
7828,40,"(1, 6)",19,18.5,"(0.9, 0.5, 0.4)",-1.5,"(7, 4)",True
7829,25,"(6, 4)",21,24.0,"(0.9, 0.5, 0.4)",-6.0,"(4, 1)",True
7830,30,"(1, 4)",0,20.0,"(0.9, 0.5, 0.4)",0.0,"(6, 3)",False
7831,25,"(8, 4)",15,21.0,"(0.9, 0.5, 0.4)",-9.0,"(4, 3)",True
7832,25,"(3, 6)",7,16.5,"(0.9, 0.5, 0.4)",-1.5,"(5, 3)",True
7833,20,"(4, 5)",16,27.0,"(0.9, 0.5, 0.4)",-5.0,"(3, 2)",True
7834,30,"(1, 4)",14,17.0,"(0.9, 0.5, 0.4)",-1.0,"(6, 5)",True
7835,25,"(3, 6)",18,11.5,"(0.9, 0.5, 0.4)",-8.5,"(1, 3)",True
7836,30,"(2, 2)",13,23.0,"(0.9, 0.5, 0.4)",-1.0,"(6, 4)",True
7837,25,"(3, 1)",13,23.0,"(0.9, 0.5, 0.4)",-3.0,"(6, 3)",True
7838,35,"(8, 1)",0,18.0,"(0.9, 0.5, 0.4)",-2.0,"(1, 1)",False
7839,35,"(2, 5)",29,7.5,"(0.9, 0.5, 0.4)",-10.5,"(6, 2)",True
7840,45,"(1, 3)",29,16.5,"(0.9, 0.5, 0.4)",-1.5,"(8, 5)",True
7841,25,"(5, 3)",14,24.0,"(0.9, 0.5, 0.4)",-4.0,"(1, 4)",True
7842,40,"(8, 3)",19,18.5,"(0.9, 0.5, 0.4)",-3.5,"(3, 6)",True
7843,20,"(1, 2)",15,22.0,"(0.9, 0.5, 0.4)",-8.0,"(2, 5)",True
7844,25,"(1, 3)",19,22.0,"(0.9, 0.5, 0.4)",0.0,"(6, 3)",True
7845,20,"(5, 1)",11,19.0,"(0.9, 0.5, 0.4)",-1.0,"(7, 3)",True
7846,20,"(4, 5)",17,17.0,"(0.9, 0.5, 0.4)",-1.0,"(2, 3)",True
7847,30,"(4, 5)",13,18.0,"(0.9, 0.5, 0.4)",0.0,"(2, 1)",True
7848,20,"(4, 4)",10,24.0,"(0.9, 0.5, 0.4)",-6.0,"(2, 2)",True
7849,35,"(6, 4)",27,18.0,"(0.9, 0.5, 0.4)",0.0,"(1, 6)",True
7850,30,"(8, 6)",13,15.5,"(0.9, 0.5, 0.4)",-2.5,"(6, 2)",True
7851,20,"(4, 4)",13,24.5,"(0.9, 0.5, 0.4)",-3.5,"(6, 6)",True
7852,20,"(7, 5)",17,17.0,"(0.9, 0.5, 0.4)",-1.0,"(5, 3)",True
7853,20,"(5, 2)",12,18.0,"(0.9, 0.5, 0.4)",0.0,"(2, 3)",True
7854,25,"(7, 3)",10,22.5,"(0.9, 0.5, 0.4)",-1.5,"(3, 4)",True
7855,20,"(6, 4)",10,20.0,"(0.9, 0.5, 0.4)",-4.0,"(8, 6)",True
7856,35,"(3, 6)",17,20.0,"(0.9, 0.5, 0.4)",-2.0,"(6, 2)",True
7857,20,"(7, 6)",10,28.0,"(0.9, 0.5, 0.4)",-4.0,"(7, 2)",True
7858,35,"(8, 1)",10,20.0,"(0.9, 0.5, 0.4)",-2.0,"(1, 1)",True
7859,20,"(1, 2)",16,30.0,"(0.9, 0.5, 0.4)",-6.0,"(2, 5)",True
7860,20,"(1, 4)",10,18.0,"(0.9, 0.5, 0.4)",0.0,"(2, 1)",True
7861,35,"(7, 6)",20,18.5,"(0.9, 0.5, 0.4)",-1.5,"(3, 3)",True
7862,20,"(4, 3)",11,22.0,"(0.9, 0.5, 0.4)",-6.0,"(3, 6)",True
7863,30,"(4, 3)",24,12.5,"(0.9, 0.5, 0.4)",-3.5,"(1, 6)",True
7864,25,"(6, 3)",16,18.5,"(0.9, 0.5, 0.4)",-1.5,"(3, 1)",True
7865,30,"(7, 1)",10,18.0,"(0.9, 0.5, 0.4)",-2.0,"(8, 6)",True
7866,20,"(6, 2)",13,15.0,"(0.9, 0.5, 0.4)",-6.5,"(2, 2)",True
7867,20,"(5, 2)",11,18.0,"(0.9, 0.5, 0.4)",0.0,"(5, 6)",True
7868,30,"(3, 2)",20,21.0,"(0.9, 0.5, 0.4)",-1.0,"(5, 6)",True
7869,20,"(7, 1)",10,16.5,"(0.9, 0.5, 0.4)",-3.5,"(8, 4)",True
7870,40,"(5, 1)",27,18.0,"(0.9, 0.5, 0.4)",0.0,"(8, 6)",True
7871,20,"(2, 2)",7,22.0,"(0.9, 0.5, 0.4)",-4.0,"(1, 5)",True
7872,35,"(1, 4)",2,20.5,"(0.9, 0.5, 0.4)",-3.5,"(5, 1)",True
7873,30,"(3, 1)",29,29.5,"(0.9, 0.5, 0.4)",-8.5,"(4, 6)",True
7874,35,"(4, 3)",23,14.0,"(0.9, 0.5, 0.4)",0.0,"(8, 6)",True
7875,40,"(7, 1)",30,23.5,"(0.9, 0.5, 0.4)",-2.5,"(1, 3)",True
7876,40,"(7, 3)",32,27.5,"(0.9, 0.5, 0.4)",-0.5,"(1, 5)",True
7877,20,"(5, 6)",15,26.0,"(0.9, 0.5, 0.4)",0.0,"(6, 3)",True
7878,45,"(1, 6)",0,16.0,"(0.9, 0.5, 0.4)",-2.0,"(7, 3)",False
7879,25,"(1, 5)",19,32.5,"(0.9, 0.5, 0.4)",-11.5,"(6, 5)",True
7880,35,"(7, 3)",18,21.5,"(0.9, 0.5, 0.4)",-0.5,"(1, 2)",True
7881,20,"(4, 6)",4,18.0,"(0.9, 0.5, 0.4)",-6.0,"(2, 4)",True
7882,30,"(2, 1)",16,21.5,"(0.9, 0.5, 0.4)",-2.5,"(4, 5)",True
7883,25,"(5, 6)",15,21.0,"(0.9, 0.5, 0.4)",-5.0,"(6, 2)",True
7884,35,"(6, 6)",11,25.5,"(0.9, 0.5, 0.4)",-0.5,"(3, 2)",True
7885,25,"(7, 3)",15,32.5,"(0.9, 0.5, 0.4)",-5.5,"(5, 6)",True
7886,20,"(8, 2)",2,22.0,"(0.9, 0.5, 0.4)",-2.0,"(7, 5)",True
7887,20,"(2, 3)",14,18.5,"(0.9, 0.5, 0.4)",-5.5,"(3, 6)",True
7888,30,"(2, 5)",25,18.0,"(0.9, 0.5, 0.4)",0.0,"(7, 4)",True
7889,20,"(3, 6)",0,22.0,"(0.9, 0.5, 0.4)",0.0,"(7, 6)",False
7890,25,"(7, 5)",10,16.0,"(0.9, 0.5, 0.4)",0.0,"(6, 1)",True
7891,35,"(3, 2)",18,20.0,"(0.9, 0.5, 0.4)",0.0,"(8, 4)",True
7892,30,"(1, 5)",27,18.0,"(0.9, 0.5, 0.4)",-6.0,"(3, 1)",True
7893,30,"(8, 2)",16,15.5,"(0.9, 0.5, 0.4)",-0.5,"(3, 1)",True
7894,20,"(3, 5)",0,15.0,"(0.9, 0.5, 0.4)",-7.0,"(6, 6)",True
7895,35,"(7, 6)",22,24.0,"(0.9, 0.5, 0.4)",-2.0,"(2, 4)",True
7896,25,"(2, 2)",12,18.5,"(0.9, 0.5, 0.4)",-3.5,"(1, 6)",True
7897,20,"(1, 5)",10,24.5,"(0.9, 0.5, 0.4)",-1.5,"(4, 4)",True
7898,30,"(8, 6)",14,18.0,"(0.9, 0.5, 0.4)",0.0,"(4, 4)",True
7899,40,"(8, 6)",18,11.0,"(0.9, 0.5, 0.4)",-7.0,"(5, 1)",True
7900,25,"(6, 5)",0,0.0,"(0.9, 0.5, 0.5)",0.0,"(7, 1)",False
7901,25,"(7, 5)",10,0.0,"(0.9, 0.5, 0.5)",-10.0,"(6, 1)",True
7902,30,"(4, 4)",0,10.5,"(0.9, 0.5, 0.5)",-7.5,"(7, 1)",False
7903,20,"(5, 3)",0,1.0,"(0.9, 0.5, 0.5)",-13.0,"(2, 4)",False
7904,25,"(4, 4)",0,-1.5,"(0.9, 0.5, 0.5)",-9.5,"(8, 3)",False
7905,20,"(6, 5)",0,0.0,"(0.9, 0.5, 0.5)",-10.0,"(2, 5)",False
7906,40,"(4, 6)",23,-4.0,"(0.9, 0.5, 0.5)",-8.0,"(7, 1)",True
7907,20,"(2, 3)",0,13.5,"(0.9, 0.5, 0.5)",-6.5,"(3, 6)",False
7908,25,"(6, 6)",2,-12.5,"(0.9, 0.5, 0.5)",-12.5,"(1, 6)",True
7909,20,"(4, 1)",0,17.0,"(0.9, 0.5, 0.5)",-7.0,"(7, 2)",False
7910,20,"(5, 2)",15,-5.0,"(0.9, 0.5, 0.5)",-9.0,"(6, 5)",True
7911,30,"(8, 2)",0,14.5,"(0.9, 0.5, 0.5)",-1.5,"(6, 6)",False
7912,30,"(4, 5)",0,-3.0,"(0.9, 0.5, 0.5)",-13.0,"(8, 3)",False
7913,35,"(7, 5)",0,-7.5,"(0.9, 0.5, 0.5)",-13.5,"(3, 2)",False
7914,40,"(6, 2)",0,-6.5,"(0.9, 0.5, 0.5)",-14.5,"(2, 6)",False
7915,20,"(4, 1)",0,-10.0,"(0.9, 0.5, 0.5)",-16.0,"(7, 2)",False
7916,35,"(1, 1)",0,-7.5,"(0.9, 0.5, 0.5)",-9.5,"(4, 5)",False
7917,35,"(7, 5)",0,8.0,"(0.9, 0.5, 0.5)",-10.0,"(3, 2)",False
7918,35,"(8, 3)",0,-1.0,"(0.9, 0.5, 0.5)",-13.0,"(3, 1)",False
7919,25,"(5, 3)",7,2.0,"(0.9, 0.5, 0.5)",-12.0,"(1, 4)",True
7920,25,"(2, 4)",0,16.0,"(0.9, 0.5, 0.5)",-4.0,"(6, 3)",False
7921,40,"(2, 2)",0,0.0,"(0.9, 0.5, 0.5)",-8.0,"(8, 4)",False
7922,25,"(6, 4)",0,-3.0,"(0.9, 0.5, 0.5)",-19.0,"(2, 5)",False
7923,45,"(1, 1)",0,0.0,"(0.9, 0.5, 0.5)",-12.0,"(6, 5)",False
7924,40,"(7, 2)",0,2.5,"(0.9, 0.5, 0.5)",-19.5,"(2, 5)",False
7925,30,"(8, 5)",0,-14.0,"(0.9, 0.5, 0.5)",-20.0,"(4, 3)",False
7926,20,"(2, 2)",0,1.5,"(0.9, 0.5, 0.5)",-10.5,"(3, 5)",True
7927,35,"(7, 2)",0,20.5,"(0.9, 0.5, 0.5)",-7.5,"(4, 6)",False
7928,30,"(3, 2)",0,-5.5,"(0.9, 0.5, 0.5)",-15.5,"(7, 4)",False
7929,30,"(8, 4)",0,-3.5,"(0.9, 0.5, 0.5)",-13.5,"(3, 5)",False
7930,20,"(5, 2)",0,-5.5,"(0.9, 0.5, 0.5)",-13.5,"(8, 1)",False
7931,20,"(7, 4)",0,1.5,"(0.9, 0.5, 0.5)",-8.5,"(6, 1)",False
7932,35,"(2, 1)",0,5.5,"(0.9, 0.5, 0.5)",-6.5,"(7, 3)",False
7933,30,"(4, 2)",5,-11.0,"(0.9, 0.5, 0.5)",-21.0,"(8, 4)",True
7934,30,"(4, 3)",0,11.0,"(0.9, 0.5, 0.5)",-11.0,"(8, 5)",False
7935,25,"(4, 5)",0,-3.5,"(0.9, 0.5, 0.5)",-13.5,"(6, 2)",False
7936,40,"(1, 1)",35,-5.5,"(0.9, 0.5, 0.5)",-9.5,"(8, 2)",True
7937,20,"(2, 4)",0,7.0,"(0.9, 0.5, 0.5)",-2.5,"(4, 2)",False
7938,20,"(2, 4)",0,0.5,"(0.9, 0.5, 0.5)",-7.5,"(3, 1)",False
7939,25,"(7, 6)",25,8.0,"(0.9, 0.5, 0.5)",-6.0,"(7, 1)",True
7940,50,"(2, 1)",27,9.5,"(0.9, 0.5, 0.5)",0.0,"(8, 5)",True
7941,30,"(1, 3)",0,7.5,"(0.9, 0.5, 0.5)",-8.5,"(5, 1)",False
7942,25,"(2, 2)",0,0.5,"(0.9, 0.5, 0.5)",-11.5,"(3, 6)",False
7943,40,"(1, 1)",0,-6.5,"(0.9, 0.5, 0.5)",-14.5,"(6, 4)",False
7944,30,"(8, 5)",0,-6.0,"(0.9, 0.5, 0.5)",-20.0,"(4, 3)",False
7945,35,"(7, 3)",0,-10.5,"(0.9, 0.5, 0.5)",-16.5,"(3, 6)",False
7946,20,"(4, 4)",0,-0.5,"(0.9, 0.5, 0.5)",-10.5,"(7, 5)",False
7947,30,"(2, 1)",0,-7.5,"(0.9, 0.5, 0.5)",-11.5,"(5, 4)",False
7948,20,"(4, 6)",0,3.0,"(0.9, 0.5, 0.5)",-11.0,"(5, 3)",False
7949,30,"(7, 1)",0,-9.5,"(0.9, 0.5, 0.5)",-9.5,"(5, 5)",False
7950,25,"(4, 2)",0,-2.0,"(0.9, 0.5, 0.5)",-12.0,"(6, 5)",False
7951,25,"(6, 1)",0,-8.5,"(0.9, 0.5, 0.5)",-14.5,"(6, 6)",False
7952,25,"(4, 1)",0,1.5,"(0.9, 0.5, 0.5)",-10.5,"(3, 5)",False
7953,40,"(1, 5)",0,5.5,"(0.9, 0.5, 0.5)",-6.5,"(5, 1)",False
7954,30,"(2, 3)",0,1.0,"(0.9, 0.5, 0.5)",-17.0,"(6, 1)",False
7955,40,"(1, 5)",0,4.5,"(0.9, 0.5, 0.5)",-9.5,"(5, 1)",False
7956,35,"(3, 4)",0,-2.5,"(0.9, 0.5, 0.5)",-16.5,"(7, 1)",False
7957,30,"(1, 5)",0,-5.0,"(0.9, 0.5, 0.5)",-17.0,"(7, 5)",False
7958,20,"(7, 4)",0,-7.0,"(0.9, 0.5, 0.5)",-13.0,"(4, 3)",False
7959,40,"(2, 1)",0,-5.0,"(0.9, 0.5, 0.5)",-11.0,"(5, 6)",False
7960,30,"(5, 6)",11,-1.5,"(0.9, 0.5, 0.5)",-19.5,"(3, 2)",True
7961,45,"(2, 1)",0,13.5,"(0.9, 0.5, 0.5)",-6.5,"(6, 6)",False
7962,20,"(3, 3)",0,-14.0,"(0.9, 0.5, 0.5)",-24.0,"(4, 6)",False
7963,35,"(3, 6)",0,10.0,"(0.9, 0.5, 0.5)",-4.0,"(7, 3)",False
7964,40,"(8, 6)",0,-5.0,"(0.9, 0.5, 0.5)",-17.0,"(5, 1)",False
7965,20,"(8, 6)",0,-5.0,"(0.9, 0.5, 0.5)",-19.0,"(7, 3)",False
7966,50,"(2, 1)",0,-5.0,"(0.9, 0.5, 0.5)",-11.0,"(7, 6)",False
7967,20,"(7, 3)",0,2.0,"(0.9, 0.5, 0.5)",-20.0,"(3, 3)",False
7968,45,"(8, 5)",0,3.5,"(0.9, 0.5, 0.5)",-6.5,"(3, 1)",False
7969,55,"(1, 6)",0,0.0,"(0.9, 0.5, 0.5)",-16.0,"(8, 2)",False
7970,35,"(7, 4)",0,3.5,"(0.9, 0.5, 0.5)",-20.5,"(3, 1)",False
7971,30,"(2, 5)",0,-1.0,"(0.9, 0.5, 0.5)",-13.0,"(5, 2)",False
7972,35,"(3, 3)",0,0.0,"(0.9, 0.5, 0.5)",-12.0,"(8, 1)",False
7973,25,"(5, 1)",22,-11.5,"(0.9, 0.5, 0.5)",-17.5,"(4, 5)",True
7974,40,"(1, 2)",0,10.0,"(0.9, 0.5, 0.5)",-2.0,"(5, 6)",False
7975,35,"(4, 6)",0,-4.5,"(0.9, 0.5, 0.5)",-14.5,"(8, 3)",False
7976,30,"(2, 5)",0,-3.5,"(0.9, 0.5, 0.5)",-15.5,"(8, 5)",False
7977,20,"(3, 4)",0,-13.0,"(0.9, 0.5, 0.5)",-15.0,"(6, 3)",False
7978,25,"(2, 2)",0,-3.5,"(0.9, 0.5, 0.5)",-7.5,"(4, 5)",False
7979,25,"(6, 5)",0,6.0,"(0.9, 0.5, 0.5)",-8.0,"(1, 5)",True
7980,40,"(3, 6)",0,-1.5,"(0.9, 0.5, 0.5)",-15.5,"(7, 2)",False
7981,20,"(6, 1)",0,3.0,"(0.9, 0.5, 0.5)",-17.0,"(7, 4)",False
7982,25,"(2, 5)",0,2.0,"(0.9, 0.5, 0.5)",-8.0,"(5, 3)",False
7983,20,"(3, 6)",0,-4.5,"(0.9, 0.5, 0.5)",-10.5,"(6, 5)",False
7984,20,"(4, 3)",0,-4.0,"(0.9, 0.5, 0.5)",-12.0,"(8, 3)",False
7985,25,"(6, 5)",0,-2.0,"(0.9, 0.5, 0.5)",-8.0,"(2, 6)",False
7986,20,"(2, 3)",0,-5.0,"(0.9, 0.5, 0.5)",-13.0,"(1, 6)",False
7987,20,"(1, 2)",0,-3.0,"(0.9, 0.5, 0.5)",-7.0,"(4, 3)",False
7988,25,"(1, 5)",8,-5.5,"(0.9, 0.5, 0.5)",-11.5,"(5, 4)",True
7989,20,"(3, 5)",0,21.0,"(0.9, 0.5, 0.5)",-3.0,"(7, 5)",False
7990,25,"(1, 1)",0,2.0,"(0.9, 0.5, 0.5)",-8.0,"(3, 4)",False
7991,30,"(6, 4)",0,3.0,"(0.9, 0.5, 0.5)",-9.0,"(3, 1)",False
7992,30,"(6, 1)",0,-10.5,"(0.9, 0.5, 0.5)",-14.5,"(3, 4)",False
7993,30,"(4, 6)",0,-1.5,"(0.9, 0.5, 0.5)",-13.5,"(2, 2)",False
7994,35,"(8, 5)",0,-1.5,"(0.9, 0.5, 0.5)",-13.5,"(5, 1)",False
7995,40,"(7, 2)",0,4.5,"(0.9, 0.5, 0.5)",-11.5,"(3, 6)",False
7996,40,"(7, 6)",0,-13.0,"(0.9, 0.5, 0.5)",-23.0,"(1, 4)",False
7997,20,"(3, 6)",0,1.0,"(0.9, 0.5, 0.5)",-17.0,"(7, 6)",False
7998,20,"(1, 5)",0,-1.5,"(0.9, 0.5, 0.5)",-9.5,"(4, 6)",False
7999,35,"(1, 1)",0,-6.0,"(0.9, 0.5, 0.5)",-10.0,"(6, 3)",False
8000,20,"(2, 4)",0,0.0,"(0.9, 0.6, 0.1)",0.0,"(6, 4)",False
8001,35,"(3, 5)",0,3.0,"(0.9, 0.6, 0.1)",-7.0,"(6, 1)",False
8002,20,"(3, 1)",4,1.0,"(0.9, 0.6, 0.1)",-15.0,"(6, 2)",True
